Pathway,EnsemblID,OfficialMouseSymbol,SampleID,Group,accession,mission_cluster,YARNNormalizedLog2,YARNLinear
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep4_F4,Femoral lateral skin,OSD-241,SpaceX-11,11.0040893460213,2052.8133293289
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep4_F4,Femoral lateral skin,OSD-241,SpaceX-11,13.4482961882052,11176.3935692611
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep4_F4,Femoral lateral skin,OSD-241,SpaceX-11,8.86219731807799,464.35803850669
NER,ENSMUSG00000030094,Xpc,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,9.83971712494725,915.325987271896
NER,ENSMUSG00000028426,Rad23b,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,11.9514400790876,3959.42647616385
NER,ENSMUSG00000031347,Cetn2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,8.65822290976802,403.00319993672
NER,ENSMUSG00000021694,Ercc8,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,8.41121551876658,339.43027148942
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,10.8888373806012,1895.12371258394
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,13.4828931823157,11447.6762977166
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep5_F5,Femoral lateral skin,OSD-241,SpaceX-11,8.86003133444633,463.659899539172
NER,ENSMUSG00000030094,Xpc,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,9.87502394142974,938.027723215866
NER,ENSMUSG00000028426,Rad23b,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,12.3843331364656,5345.32985814811
NER,ENSMUSG00000031347,Cetn2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,8.93702588253266,489.131779679522
NER,ENSMUSG00000021694,Ercc8,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,8.75386555496135,430.694096914489
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,11.1690456117389,2301.59603281401
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,13.5362235575066,11878.8051862077
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep6_F6,Femoral lateral skin,OSD-241,SpaceX-11,8.49475716705575,359.725391279616
NER,ENSMUSG00000030094,Xpc,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,9.89691853431096,952.387258388369
NER,ENSMUSG00000028426,Rad23b,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,12.1979449425802,4697.37106436594
NER,ENSMUSG00000031347,Cetn2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,8.81224759944485,448.521901989404
NER,ENSMUSG00000021694,Ercc8,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,8.39721022899136,336.141456597075
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,10.8195206098143,1806.1751340916
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,13.7436744528209,13715.9722783571
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep7_F7,Femoral lateral skin,OSD-241,SpaceX-11,8.48151946907549,356.430631968198
NER,ENSMUSG00000030094,Xpc,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,9.70993606610701,836.494593067354
NER,ENSMUSG00000028426,Rad23b,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,12.4102530257052,5442.25167037399
NER,ENSMUSG00000031347,Cetn2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,9.01149745062629,515.096648132376
NER,ENSMUSG00000021694,Ercc8,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,8.6808484254687,409.389049494323
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,11.2950206334323,2511.69636975592
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,13.792774090398,14190.8406007546
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep8_F9,Femoral lateral skin,OSD-241,SpaceX-11,7.96627158460596,249.084456908272
NER,ENSMUSG00000030094,Xpc,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,9.77313320023123,873.99635704961
NER,ENSMUSG00000028426,Rad23b,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,12.6834349667685,6577.00763233947
NER,ENSMUSG00000031347,Cetn2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,9.25061736726778,608.134651903829
NER,ENSMUSG00000021694,Ercc8,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,8.65401971142443,401.82787578777
NER,ENSMUSG00000054051,Ercc6,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,11.2046217785679,2359.08283045672
NER,ENSMUSG00000024740,Ddb1,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,13.8646237472857,14915.5238390836
NER,ENSMUSG00000002109,Ddb2,OSD-241::Mmus_BAL-TAL_FSKN_FLT_Rep9_F10,Femoral lateral skin,OSD-241,SpaceX-11,8.26046739535982,305.653880106562
NER,ENSMUSG00000030094,Xpc,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,9.82793170756346,907.870985383549
NER,ENSMUSG00000028426,Rad23b,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,12.2510783074403,4873.63440913241
NER,ENSMUSG00000031347,Cetn2,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,8.47017279677393,353.630496662855
NER,ENSMUSG00000021694,Ercc8,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,8.35677715658293,326.823883835052
NER,ENSMUSG00000054051,Ercc6,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,10.9508401771038,1978.38999625541
NER,ENSMUSG00000024740,Ddb1,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,13.6259327078887,12640.9615170565
NER,ENSMUSG00000002109,Ddb2,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep1_F2,Femoral skin,OSD-239,SpaceX-12,8.69483851251888,413.388027921237
NER,ENSMUSG00000030094,Xpc,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,9.6375712443832,795.522466507128
NER,ENSMUSG00000028426,Rad23b,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,11.6330368022647,3175.0915923104
NER,ENSMUSG00000031347,Cetn2,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,8.32749012826285,320.236079683533
NER,ENSMUSG00000021694,Ercc8,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,8.20852547246082,294.809683915157
NER,ENSMUSG00000054051,Ercc6,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,10.6040422087473,1555.44858910957
NER,ENSMUSG00000024740,Ddb1,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,13.6027407764906,12439.3613974389
NER,ENSMUSG00000002109,Ddb2,OSD-239::Mmus_C57-6J_FSKN_FLT_uG_JC_Rep2_F9,Femoral skin,OSD-239,SpaceX-12,8.88417192511968,471.50046048584
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,8.19538817308941,292.128243906487
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,11.6805314195935,3281.39107124445
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,8.00142602787554,255.253167584323
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,6.10964533952956,68.053629464254
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,8.32443008965079,319.555441695472
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,12.2761526480174,4959.09709978429
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep1_M23,Gastrocnemius,OSD-101,SpaceX-4,5.65123933337348,49.2565361238668
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,8.26659003462042,306.958050906459
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,11.8115694819609,3593.4852840938
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,8.1122423333257,275.712179099784
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,6.38912733525375,82.8144643891932
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,8.63337176584258,396.103637485387
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,12.3030911737075,5052.58392777247
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep2_M24,Gastrocnemius,OSD-101,SpaceX-4,5.97066264162755,61.7116964265114
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,8.13754131902082,280.607377364858
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,11.6458794791888,3203.49094792952
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,8.2139001724669,295.913765843141
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,5.86212139250643,57.1666935595427
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,7.90749149086853,239.099982945715
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,12.3676407258143,5283.82771694622
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep3_M25,Gastrocnemius,OSD-101,SpaceX-4,5.50031493684991,44.2647140954785
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,8.17644253196216,288.304014371403
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,11.7748689001676,3503.19877900086
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,7.61419305075077,194.929802656337
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,6.17576043489031,71.2918163991193
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,8.28076775440906,309.999349905287
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,12.2663621216446,4925.55047019536
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep4_M26,Gastrocnemius,OSD-101,SpaceX-4,5.94526572968412,60.6173926074353
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,8.10596263990508,274.51033722433
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,11.6841730832443,3289.6869778696
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,7.82329994119759,225.489434472803
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,6.41377910183256,84.2589333897884
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,8.52382047396028,367.065948180207
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,12.3281881204807,5141.26455909581
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep5_M27,Gastrocnemius,OSD-101,SpaceX-4,6.25170281807242,75.1991404195441
NER,ENSMUSG00000030094,Xpc,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,8.10834213196617,274.965121895448
NER,ENSMUSG00000028426,Rad23b,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,11.6815031264968,3283.60262416647
NER,ENSMUSG00000031347,Cetn2,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,8.02871005479557,260.145503853764
NER,ENSMUSG00000021694,Ercc8,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,6.70579306603029,103.386625305099
NER,ENSMUSG00000054051,Ercc6,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,8.70600826714269,416.608789625844
NER,ENSMUSG00000024740,Ddb1,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,12.3882354247093,5359.81050766681
NER,ENSMUSG00000002109,Ddb2,OSD-101::Mmus_C57-6J_GST_FLT_Rep6_M28,Gastrocnemius,OSD-101,SpaceX-4,6.56029879155823,93.3727731000002
NER,ENSMUSG00000030094,Xpc,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,9.07914300303278,539.871849903238
NER,ENSMUSG00000028426,Rad23b,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,11.5486561452544,2994.65578447525
NER,ENSMUSG00000031347,Cetn2,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,9.23038755124486,599.652825736707
NER,ENSMUSG00000021694,Ercc8,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,7.62989318164404,197.073653090383
NER,ENSMUSG00000054051,Ercc6,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,7.57478735581904,189.650612506723
NER,ENSMUSG00000024740,Ddb1,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,9.95349494527836,990.517857152656
NER,ENSMUSG00000002109,Ddb2,OSD-419::RR1_GST-R_FLT_M23,Gastrocnemius,OSD-419,SpaceX-4,5.11543098571908,33.6655557781987
NER,ENSMUSG00000030094,Xpc,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,7.33202650926981,160.123878804599
NER,ENSMUSG00000028426,Rad23b,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,10.8232484885618,1810.85085632926
NER,ENSMUSG00000031347,Cetn2,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,9.5456342191552,746.346883132609
NER,ENSMUSG00000021694,Ercc8,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,6.80259963287356,110.631442824594
NER,ENSMUSG00000054051,Ercc6,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,6.59149165302699,95.4354483001924
NER,ENSMUSG00000024740,Ddb1,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,10.3656167486815,1318.35468905234
NER,ENSMUSG00000002109,Ddb2,OSD-419::RR1_GST-R_FLT_M24,Gastrocnemius,OSD-419,SpaceX-4,5.84343234154089,56.4180464692605
NER,ENSMUSG00000030094,Xpc,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,8.53412389706149,369.704006414071
NER,ENSMUSG00000028426,Rad23b,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,10.8456199724778,1839.16570819133
NER,ENSMUSG00000031347,Cetn2,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,10.2349911457288,1204.14510253647
NER,ENSMUSG00000021694,Ercc8,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,3.2333869518875,8.40473277583656
NER,ENSMUSG00000054051,Ercc6,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,4.48015844210219,21.31834961067
NER,ENSMUSG00000024740,Ddb1,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,9.91211776384398,962.484577891686
NER,ENSMUSG00000002109,Ddb2,OSD-419::RR1_GST-R_FLT_M25,Gastrocnemius,OSD-419,SpaceX-4,5.24519063882171,36.9279801712039
NER,ENSMUSG00000030094,Xpc,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,8.82987170594773,454.046985149174
NER,ENSMUSG00000028426,Rad23b,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,10.6775693468328,1636.82936790792
NER,ENSMUSG00000031347,Cetn2,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,10.2389785756748,1207.48058125187
NER,ENSMUSG00000021694,Ercc8,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,5.32787560002758,39.1652402238668
NER,ENSMUSG00000054051,Ercc6,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,7.49168734059042,178.979320425794
NER,ENSMUSG00000024740,Ddb1,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,9.52219586427685,734.303409491719
NER,ENSMUSG00000002109,Ddb2,OSD-419::RR1_GST-R_FLT_M26,Gastrocnemius,OSD-419,SpaceX-4,5.01482012915254,31.3304151780599
NER,ENSMUSG00000030094,Xpc,OSD-599::GSM6996080,Heart,OSD-599,NG-11,7.95868262441179,247.772399961883
NER,ENSMUSG00000028426,Rad23b,OSD-599::GSM6996080,Heart,OSD-599,NG-11,11.1078093828392,2205.90587269712
NER,ENSMUSG00000031347,Cetn2,OSD-599::GSM6996080,Heart,OSD-599,NG-11,8.85056428697538,460.620757089699
NER,ENSMUSG00000021694,Ercc8,OSD-599::GSM6996080,Heart,OSD-599,NG-11,6.3497766550984,80.5592529106051
NER,ENSMUSG00000054051,Ercc6,OSD-599::GSM6996080,Heart,OSD-599,NG-11,7.22959298571881,149.080526690031
NER,ENSMUSG00000024740,Ddb1,OSD-599::GSM6996080,Heart,OSD-599,NG-11,11.741013912409,3421.9248720373
NER,ENSMUSG00000002109,Ddb2,OSD-599::GSM6996080,Heart,OSD-599,NG-11,7.01234171546739,128.09968904321
NER,ENSMUSG00000030094,Xpc,OSD-599::GSM6996081,Heart,OSD-599,NG-11,7.9913521424611,253.470065032038
NER,ENSMUSG00000028426,Rad23b,OSD-599::GSM6996081,Heart,OSD-599,NG-11,11.1983898840219,2348.91015600656
NER,ENSMUSG00000031347,Cetn2,OSD-599::GSM6996081,Heart,OSD-599,NG-11,8.834176881605,455.406928233994
NER,ENSMUSG00000021694,Ercc8,OSD-599::GSM6996081,Heart,OSD-599,NG-11,6.20060587612071,72.5475753722085
NER,ENSMUSG00000054051,Ercc6,OSD-599::GSM6996081,Heart,OSD-599,NG-11,7.61578888693044,195.14665019068
NER,ENSMUSG00000024740,Ddb1,OSD-599::GSM6996081,Heart,OSD-599,NG-11,11.7004249869198,3326.9660182833
NER,ENSMUSG00000002109,Ddb2,OSD-599::GSM6996081,Heart,OSD-599,NG-11,6.87969310844668,116.758966808549
NER,ENSMUSG00000030094,Xpc,OSD-599::GSM6996082,Heart,OSD-599,NG-11,8.3064477343838,315.584702292346
NER,ENSMUSG00000028426,Rad23b,OSD-599::GSM6996082,Heart,OSD-599,NG-11,11.132449800392,2243.92230568958
NER,ENSMUSG00000031347,Cetn2,OSD-599::GSM6996082,Heart,OSD-599,NG-11,8.30727020739547,315.765237056515
NER,ENSMUSG00000021694,Ercc8,OSD-599::GSM6996082,Heart,OSD-599,NG-11,5.8390679304086,56.2446090571944
NER,ENSMUSG00000054051,Ercc6,OSD-599::GSM6996082,Heart,OSD-599,NG-11,7.63896949882448,198.323706804534
NER,ENSMUSG00000024740,Ddb1,OSD-599::GSM6996082,Heart,OSD-599,NG-11,11.9247283815745,3886.77330141639
NER,ENSMUSG00000002109,Ddb2,OSD-599::GSM6996082,Heart,OSD-599,NG-11,7.22457168930996,148.559079773535
NER,ENSMUSG00000030094,Xpc,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,9.0706145388836,536.683928256848
NER,ENSMUSG00000028426,Rad23b,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,12.2793916295257,4970.24547852705
NER,ENSMUSG00000031347,Cetn2,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,9.31846522068357,637.465662003967
NER,ENSMUSG00000021694,Ercc8,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.37014081138459,164.437308713613
NER,ENSMUSG00000054051,Ercc6,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.92011965441468,241.210845240915
NER,ENSMUSG00000024740,Ddb1,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,13.1489503618854,9081.98235321344
NER,ENSMUSG00000002109,Ddb2,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY6,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.34058735447729,161.082818256881
NER,ENSMUSG00000030094,Xpc,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,9.22972786009146,599.378232171331
NER,ENSMUSG00000028426,Rad23b,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,12.3730607732436,5303.71957886552
NER,ENSMUSG00000031347,Cetn2,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,9.51743418921667,731.880510607503
NER,ENSMUSG00000021694,Ercc8,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.09065794348865,135.301529722791
NER,ENSMUSG00000054051,Ercc6,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.92881266770872,242.674701641346
NER,ENSMUSG00000024740,Ddb1,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,13.1664588862126,9192.88487869818
NER,ENSMUSG00000002109,Ddb2,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY8,Heart / Heart right ventricle,OSD-580,SpaceX-18,7.60755681201883,194.030616747459
NER,ENSMUSG00000030094,Xpc,OSD-580::RRRM2_HRT_FLT_LAR_YNG_FY10,Heart / Heart right ventricle,OSD-580,SpaceX-18,9.19602729881408,585.516261777655
